Lead,1.50E-12,biosphere3,,kilogram,air,biosphere,,,,,,
Mercury,1.00E-10,biosphere3,,kilogram,air,biosphere,,,,,,
"Methane, fossil",0.000001,biosphere3,,kilogram,air,biosphere,,,,,,
"NMVOC, non-methane volatile organic compounds, unspecified origin",0.00000258,biosphere3,,kilogram,air,biosphere,,,,,,
Nickel,5.10E-13,biosphere3,,kilogram,air,biosphere,,,,,,
Nitrogen oxides,0.000063,biosphere3,,kilogram,air,biosphere,,,,,,
"Particulates, < 2.5 um",0.00000089,biosphere3,,kilogram,air,biosphere,,,,,,
"Particulates, > 2.5 um, and < 10um",0.00000089,biosphere3,,kilogram,air,biosphere,,,,,,
Selenium,1.12E-11,biosphere3,,kilogram,air,biosphere,,,,,,
Sulfur oxides,0.000000281,biosphere3,,kilogram,air,biosphere,,,,,,
Zinc,1.50E-12,biosphere3,,kilogram,air,biosphere,,,,,,
"natural gas burnt in furnace, excluding CO2 generated in flue gas",1,new_activities,GLO,megajoule,,production,"natural gas burnt in furnace, excluding CO2 generated in flue gas",,,,,
,,,,,,,,,,,,
Activity,"nitrogen, from cryogenic distillation, gaseous",,,,,,,,,,,
comment,"Carlo D'Angelo, et al., 2021 SI",,,,,,,,,,,
nitrogen, from cryogenic distillation, gaseous," without compression""",,,,,,,,,
location,GLO,,,,,,,,,,,
reference product,"nitrogen, from cryogenic distillation, gaseous",,,,,,,,,,,
type,process,,,,,,,,,,,
unit,kilogram,,,,,,,,,,,
Exchanges,,,,,,,,,,,,
name,amount,database,location,unit,categories,type,reference product,,,,,
Water,0.00245,biosphere3,,cubic meter,water,biosphere,,,,,,
"Water, cooling, unspecified natural origin",0.004,biosphere3,,cubic meter,natural resource::in water,biosphere,,,,,,
"nitrogen, from cryogenic distillation, gaseous",1,new_activities,GLO,kilogram,,production,"nitrogen, from cryogenic distillation, gaseous",,,,,
air separation facility construction,4.43E-10,cutoff38,RER,unit,,technosphere,air separation facility,,,,,
,,,,,,,,,,,,
Activity,syngas CO2 transport and injection in a geological reservoir,,,,,,,,,,,
comment,"Carlo d'Angelo et al., 2021",,,,,,,,,,,
location,GLO,,,,,,,,,,,
reference product,syngas CO2 transport and injection in a geological reservoir,,,,,,,,,,,
type,process,,,,,,,,,,,
unit,kilogram,,,,,,,,,,,
Exchanges,,,,,,,,,,,,
name,amount,database,location,unit,categories,type,reference product,,,,,
"Carbon dioxide, fossil",0.386,biosphere3,,kilogram,air,biosphere,,,,,,
syngas CO2 transport and injection in a geological reservoir,1000,new_activities,GLO,kilogram,,production,syngas CO2 transport and injection in a geological reservoir,,,,,
"CO2 transport and injection in a geological reservoir, infrastructure",1000,new_activities,GLO,kilogram,,technosphere,"CO2 transport and injection in a geological reservoir, infrastructure",,,,,
"market group for electricity, high voltage",13.1,cutoff38,GLO,kilowatt hour,,technosphere,"electricity, high voltage",,,,,
,,,,,,,,,,,,
Activity,syngas and flue gas CO2 transport and injection in a geological reservoir,,,,,,,,,,,
comment,"Carlo d'Angelo et al., 2021",,,,,,,,,,,
location,GLO,,,,,,,,,,,
reference product,syngas and flue gas CO2 transport and injection in a geological reservoir,,,,,,,,,,,
type,process,,,,,,,,,,,
unit,kilogram,,,,,,,,,,,
Exchanges,,,,,,,,,,,,
name,amount,database,location,unit,categories,type,reference product,,,,,
"Carbon dioxide, fossil",0.447,biosphere3,,kilogram,air,biosphere,,,,,,
syngas and flue gas CO2 transport and injection in a geological reservoir,1000,new_activities,GLO,kilogram,,production,syngas and flue gas CO2 transport and injection in a geological reservoir,,,,,
"CO2 transport and injection in a geological reservoir, infrastructure",1000,new_activities,GLO,kilogram,,technosphere,"CO2 transport and injection in a geological reservoir, infrastructure",,,,,
"market group for electricity, high voltage",13.1,cutoff38,GLO,kilowatt hour,,technosphere,"electricity, high voltage",,,,,
,,,,,,,,,,,,
Activity,"hydrogen production, gaseous, 25 bar, from electrolysis, for ammonia production",,,,,,,,,,,
production amount,1,,,,,,,,,,,
comment,"1 kg H2 produced using a PEM electrolyzer. Source: Barei§, K., de la Rua, C., Mšckl, M., Hamacher, T., 2019. Life cycle assessment of hydrogen from proton exchange membrane water electrolysis in future energy systems 237, 862-872. 10.1016/j.apenergy.2019.01.001",,,,,,,,,,,
reference product,"Hydrogen, gaseous, 25 bar",,,,,,,,,,,
location,RER,,,,,,,,,,,
unit,kilogram,,,,,,,,,,,
Exchanges,,,,,,,,,output pressure H2 of PEM is usually around 25-30 bar,,,Note
name,amount,database,location,unit,type,reference product,categories,comment,energy content per kg h2,120,MJ/kg H2,
"hydrogen production, gaseous, 25 bar, from electrolysis, for ammonia production",1,h2_pem,RER,kilogram,production,"Hydrogen, gaseous, 25 bar",,,efficiency electrolyzer,0.61,[-],
"electrolyzer, PEM, Balance of Plant",3.28315E-07,h2_pem,GLO,unit,technosphere,"electrolyzer, PEM, Balance of Plant",,"Assuming lifetime of electrolyzer stack of 7 years, BOP 20 years",lifetime stack (7 years),61320,[hours],
"electrolyzer, PEM, Stack",9.38044E-07,h2_pem,GLO,unit,technosphere,"electrolyzer, PEM, Stack",,,capacity factor,0.95,[-],High capacity factor since it is coupled to the grid. This will be much lower when coupled to renewable energy generators such as wind and PV (or autonomous configurations). 
"market group for electricity, low voltage",54.6,ecoinvent 3.7.1,RER,kilowatt hour,technosphere,"electricity, low voltage",,Electricity consumption with 61% eff.,,,,
"market for water, deionised",12,ecoinvent 3.7.1,Europe without Switzerland,kilogram,technosphere,"water, deionised",,"A perfect reaction of H2O results in 1 kg H2 and 8 kg O2, and needs 9 kg H2O, however, considering some losses we assume 12 kg H2O. ",Simons & Bauer assumed 12.318 kg H2O per kg H2 generated (can be used as Ref.),,,"In case the LCIs are used for large-scale hydrogen production, it makes sense to add impacts for water desalinization."
Oxygen,8,biosphere3,,kilogram,biosphere,,air,this flow is available if ecoinvent 3.8 is used,,,,
